# docs/Project58/asserts.tsv — every string count operand NOT proven non-negative by construction,
# with the exact IR assert that discharges it at runtime.  Emit it immediately BEFORE the statement
# (same block; the count expression is evaluated in the statement's own context, IR.md 5.8).
# tier: base-class = a varying read (count = length word at A, data at A+1); cond = non-negative iff the
#       named length word(s) are; guard = proven by a dominating guard (no assert NEEDED, listed for completeness);
#       unknown = the tool could not decide (arithmetic / opaque / interprocedural); the assert still discharges it;
#       invariant (a005) = proven by dataflow: the count is a frame slot's length word (or C - it) and every writer of
#       that slot in the routine keeps it in [0, C] (literal assignments, the clamped append min(len+k, C)); no assert NEEDED;
#       derived (a004) = built from base-class length words by +, x, min/max: covered by the ROOT site's assert(s)
#       named in the root column (block:stmt role), which dominate it with the length word unchanged between.
# pc	block	stmt	op	routine	role	class	tier	needed	root	assert
7015C0AD	7015C0A3	0	WCMP	QUEST	s1/ac1	varying	guard	no		assert((sx16(M16[0x7000021C])) >=s 0, "P58 guard s1-ac1 @7015C0AD")
70177A6F	70177A4E	10	WCMV	SEIGE	src/ac1	expr	derived	no	70177A4E:8 src/ac1	assert(((sx16(M16[wp(ac3, 0x32)]) + 0x1B)) >=s 0, "P58 derived src-ac1 @70177A6F")
70177A80	70177A4E	13	WCMV	SEIGE	dst/ac0	expr	derived	no	70177A4E:8 src/ac1	assert(((sx16(M16[wp(ac3, 0x32)]) + 0x34)) >=s 0, "P58 derived dst-ac0 @70177A80")
70177A80	70177A4E	13	WCMV	SEIGE	src/ac1	expr	derived	no	70177A4E:8 src/ac1	assert(((sx16(M16[wp(ac3, 0x32)]) + 0x34)) >=s 0, "P58 derived src-ac1 @70177A80")
70178DBE	70178DB5	0	WCMP	START_TURN.1@70178DA9	s1/ac1	varying	base-class	yes		assert((sx16(M16[0x7000021C])) >=s 0, "P58 base-class s1-ac1 @70178DBE")
70178E30	70178E29	0	WCMV	START_TURN.1@70178DA9	src/ac1	varying	base-class	yes		assert((sx16(M16[0x7000021C])) >=s 0, "P58 base-class src-ac1 @70178E30")
70179C69	70179C52	9	WCMV	STORE.1@70179BF4	dst/ac0	lenload-expr	derived	no	70179C52:9 src/ac1	assert((sx16(M16[wp(ac3, 0x40)])) >=s 0, "P58 derived dst-ac0 @70179C69")
70179C69	70179C52	9	WCMV	STORE.1@70179BF4	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 0x40)])) >=s 0, "P58 base-class src-ac1 @70179C69")
70179C72	70179C52	11	WCMV	STORE.1@70179BF4	dst/ac0	expr	derived	no	70179C52:9 src/ac1	assert(((sx16(M16[wp(ac3, 0x40)]) + 0x21)) >=s 0, "P58 derived dst-ac0 @70179C72")
70179C72	70179C52	11	WCMV	STORE.1@70179BF4	src/ac1	expr	derived	no	70179C52:9 src/ac1	assert(((sx16(M16[wp(ac3, 0x40)]) + 0x21)) >=s 0, "P58 derived src-ac1 @70179C72")
70179C83	70179C52	14	WCMV	STORE.1@70179BF4	dst/ac0	expr	derived	no	70179C52:9 src/ac1	assert(((sx16(M16[wp(ac3, 0x40)]) + 0x23)) >=s 0, "P58 derived dst-ac0 @70179C83")
70179C83	70179C52	14	WCMV	STORE.1@70179BF4	src/ac1	expr	derived	no	70179C52:9 src/ac1	assert(((sx16(M16[wp(ac3, 0x40)]) + 0x23)) >=s 0, "P58 derived src-ac1 @70179C83")
70179CC9	70179CB2	9	WCMV	STORE.1@70179BF4	dst/ac0	lenload-expr	derived	no	70179CB2:9 src/ac1	assert((sx16(M16[wp(ac3, 0x40)])) >=s 0, "P58 derived dst-ac0 @70179CC9")
70179CC9	70179CB2	9	WCMV	STORE.1@70179BF4	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 0x40)])) >=s 0, "P58 base-class src-ac1 @70179CC9")
70179CD2	70179CB2	11	WCMV	STORE.1@70179BF4	dst/ac0	wide-expr	derived	no	70179CB2:9 src/ac1	assert((M32[wp(ac3, 0x2E)]) >=s 0, "P58 derived dst-ac0 @70179CD2")
70179CD2	70179CB2	11	WCMV	STORE.1@70179BF4	src/ac1	wide-expr	derived	no	70179CB2:9 src/ac1	assert((M32[wp(ac3, 0x2E)]) >=s 0, "P58 derived src-ac1 @70179CD2")
70179CE1	70179CB2	14	WCMV	STORE.1@70179BF4	dst/ac0	wide-expr	derived	no	70179CB2:9 src/ac1	assert((M32[wp(ac3, 0x3E)]) >=s 0, "P58 derived dst-ac0 @70179CE1")
70179CE1	70179CB2	14	WCMV	STORE.1@70179BF4	src/ac1	wide-expr	derived	no	70179CB2:9 src/ac1	assert((M32[wp(ac3, 0x3E)]) >=s 0, "P58 derived src-ac1 @70179CE1")
70179CE8	70179CB2	16	WCMV	STORE.1@70179BF4	dst/ac0	lenload-expr	derived	no	70179CB2:16 src/ac1	assert((sx16(M16[wp(ac3, 0x52)])) >=s 0, "P58 derived dst-ac0 @70179CE8")
70179CE8	70179CB2	16	WCMV	STORE.1@70179BF4	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 0x52)])) >=s 0, "P58 base-class src-ac1 @70179CE8")
70179CF1	70179CB2	22	WCMV	STORE.1@70179BF4	dst/ac0	register	derived	no	70179CB2:9 src/ac1 & 70179CB2:16 src/ac1	assert((ac0) >=s 0, "P58 derived dst-ac0 @70179CF1")
70179CF1	70179CB2	22	WCMV	STORE.1@70179BF4	src/ac1	register	derived	no	70179CB2:9 src/ac1 & 70179CB2:16 src/ac1	assert((ac1) >=s 0, "P58 derived src-ac1 @70179CF1")
70179D02	70179CB2	28	WCMV	STORE.1@70179BF4	dst/ac0	register	derived	no	70179CB2:9 src/ac1 & 70179CB2:16 src/ac1	assert((ac0) >=s 0, "P58 derived dst-ac0 @70179D02")
70179D02	70179CB2	28	WCMV	STORE.1@70179BF4	src/ac1	register	derived	no	70179CB2:9 src/ac1 & 70179CB2:16 src/ac1	assert((ac1) >=s 0, "P58 derived src-ac1 @70179D02")
70179DCD	70179DBE	2	WCMP	STORE.1@70179BF4	s1/ac1	varying	base-class	yes		assert((sx16(M16[0x7000021C])) >=s 0, "P58 base-class s1-ac1 @70179DCD")
70179DCD	70179DBE	2	WCMP	STORE.1@70179BF4	s2/ac0	varying	base-class	yes		assert((sx16(M16[((sx16(M16[wp(ac3, 0xC)]) * 0x17) + M32[0x70000214] - 0x11)])) >=s 0, "P58 base-class s2-ac0 @70179DCD")
7017A05F	7017A047	8	WCMV	STORE.1@70179BF4	dst/ac0	lenload-expr	derived	no	7017A047:8 src/ac1	assert((sx16(M16[wp(ac3, 0x40)])) >=s 0, "P58 derived dst-ac0 @7017A05F")
7017A05F	7017A047	8	WCMV	STORE.1@70179BF4	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 0x40)])) >=s 0, "P58 base-class src-ac1 @7017A05F")
7017A068	7017A047	10	WCMV	STORE.1@70179BF4	dst/ac0	expr	derived	no	7017A047:8 src/ac1	assert(((sx16(M16[wp(ac3, 0x40)]) + 0x17)) >=s 0, "P58 derived dst-ac0 @7017A068")
7017A068	7017A047	10	WCMV	STORE.1@70179BF4	src/ac1	expr	derived	no	7017A047:8 src/ac1	assert(((sx16(M16[wp(ac3, 0x40)]) + 0x17)) >=s 0, "P58 derived src-ac1 @7017A068")
7017A079	7017A047	13	WCMV	STORE.1@70179BF4	dst/ac0	expr	derived	no	7017A047:8 src/ac1	assert(((sx16(M16[wp(ac3, 0x40)]) + 0x5C)) >=s 0, "P58 derived dst-ac0 @7017A079")
7017A079	7017A047	13	WCMV	STORE.1@70179BF4	src/ac1	expr	derived	no	7017A047:8 src/ac1	assert(((sx16(M16[wp(ac3, 0x40)]) + 0x5C)) >=s 0, "P58 derived src-ac1 @7017A079")
7017A126	7017A116	6	WCMV	STORE.1@70179BF4	dst/ac0	lenload-expr	derived	no	7017A116:6 src/ac1	assert((sx16(M16[wp(ac3, 0x40)])) >=s 0, "P58 derived dst-ac0 @7017A126")
7017A126	7017A116	6	WCMV	STORE.1@70179BF4	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 0x40)])) >=s 0, "P58 base-class src-ac1 @7017A126")
7017A135	7017A116	9	WCMV	STORE.1@70179BF4	dst/ac0	wide-expr	derived	no	7017A116:6 src/ac1	assert((M32[wp(ac3, 0x2E)]) >=s 0, "P58 derived dst-ac0 @7017A135")
7017A135	7017A116	9	WCMV	STORE.1@70179BF4	src/ac1	wide-expr	derived	no	7017A116:6 src/ac1	assert((M32[wp(ac3, 0x2E)]) >=s 0, "P58 derived src-ac1 @7017A135")
7017A140	7017A116	11	WCMV	STORE.1@70179BF4	dst/ac0	lenload-expr	derived	no	7017A116:11 src/ac1	assert((sx16(M16[((sx16(M16[wp(ac3, 0xC)]) * 9) - 0xFFFFA73)])) >=s 0, "P58 derived dst-ac0 @7017A140")
7017A140	7017A116	11	WCMV	STORE.1@70179BF4	src/ac1	lenload-expr	base-class	yes		assert((sx16(M16[((sx16(M16[wp(ac3, 0xC)]) * 9) - 0xFFFFA73)])) >=s 0, "P58 base-class src-ac1 @7017A140")
7017A153	7017A116	23	WCMV	STORE.1@70179BF4	dst/ac0	wide-expr	derived	no	7017A116:6 src/ac1 & 7017A116:11 src/ac1	assert((M32[wp(ac3, 0x3C)]) >=s 0, "P58 derived dst-ac0 @7017A153")
7017A153	7017A116	23	WCMV	STORE.1@70179BF4	src/ac1	wide-expr	derived	no	7017A116:6 src/ac1 & 7017A116:11 src/ac1	assert((M32[wp(ac3, 0x3C)]) >=s 0, "P58 derived src-ac1 @7017A153")
7017A15B	7017A116	25	WCMV	STORE.1@70179BF4	dst/ac0	wide-expr	guard	no		assert((M32[wp(ac3, 0x3E)]) >=s 0, "P58 guard dst-ac0 @7017A15B")
7017A15B	7017A116	25	WCMV	STORE.1@70179BF4	src/ac1	wide-expr	guard	no		assert((M32[wp(ac3, 0x3E)]) >=s 0, "P58 guard src-ac1 @7017A15B")
7017A16F	7017A116	40	WCMV	STORE.1@70179BF4	dst/ac0	register	unknown	yes		assert((ac0) >=s 0, "P58 unknown dst-ac0 @7017A16F")
7017A16F	7017A116	40	WCMV	STORE.1@70179BF4	src/ac1	register	unknown	yes		assert((ac1) >=s 0, "P58 unknown src-ac1 @7017A16F")
7017A176	7017A116	42	WCMV	STORE.1@70179BF4	dst/ac0	lenload-expr	invariant	no	length word wp(wfp, 0x16) in [0, 32767] (slot invariant)	assert((sx16(M16[wp(ac3, 0x16)])) >=s 0, "P58 invariant dst-ac0 @7017A176")
7017A176	7017A116	42	WCMV	STORE.1@70179BF4	src/ac1	varying	invariant	no	length word wp(wfp, 0x16) in [0, 32767] (slot invariant)	assert((sx16(M16[wp(ac3, 0x16)])) >=s 0, "P58 invariant src-ac1 @7017A176")
7017A18A	7017A116	57	WCMV	STORE.1@70179BF4	dst/ac0	register	unknown	yes		assert((ac0) >=s 0, "P58 unknown dst-ac0 @7017A18A")
7017A18A	7017A116	57	WCMV	STORE.1@70179BF4	src/ac1	register	unknown	yes		assert((ac1) >=s 0, "P58 unknown src-ac1 @7017A18A")
7017A191	7017A116	59	WCMV	STORE.1@70179BF4	dst/ac0	lenload-expr	derived	no	7017A116:59 src/ac1	assert((sx16(M16[wp(ac3, 0x74)])) >=s 0, "P58 derived dst-ac0 @7017A191")
7017A191	7017A116	59	WCMV	STORE.1@70179BF4	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 0x74)])) >=s 0, "P58 base-class src-ac1 @7017A191")
7017A1A5	7017A116	74	WCMV	STORE.1@70179BF4	dst/ac0	register	unknown	yes		assert((ac0) >=s 0, "P58 unknown dst-ac0 @7017A1A5")
7017A1A5	7017A116	74	WCMV	STORE.1@70179BF4	src/ac1	register	unknown	yes		assert((ac1) >=s 0, "P58 unknown src-ac1 @7017A1A5")
7017A1C3	7017A1BA	5	WCMV	STORE.1@70179BF4	dst/ac0	register	unknown	yes		assert((ac0) >=s 0, "P58 unknown dst-ac0 @7017A1C3")
7017A1C3	7017A1BA	5	WCMV	STORE.1@70179BF4	src/ac1	register	unknown	yes		assert((ac1) >=s 0, "P58 unknown src-ac1 @7017A1C3")
7017A4FE	7017A4DC	12	WCMV	STORE.1@70179BF4	dst/ac0	lenload-expr	derived	no	7017A4DC:12 src/ac1	assert((sx16(M16[((sx16(M16[wp(ac3, 0xE)]) * 9) - 0xFFFFA73)])) >=s 0, "P58 derived dst-ac0 @7017A4FE")
7017A4FE	7017A4DC	12	WCMV	STORE.1@70179BF4	src/ac1	lenload-expr	base-class	yes		assert((sx16(M16[((sx16(M16[wp(ac3, 0xE)]) * 9) - 0xFFFFA73)])) >=s 0, "P58 base-class src-ac1 @7017A4FE")
7017A507	7017A4DC	14	WCMV	STORE.1@70179BF4	dst/ac0	expr	derived	no	7017A4DC:12 src/ac1	assert(((sx16(M16[((sx16(M16[wp(ac3, 0xE)]) * 9) - 0xFFFFA73)]) + 0x1B)) >=s 0, "P58 derived dst-ac0 @7017A507")
7017A507	7017A4DC	14	WCMV	STORE.1@70179BF4	src/ac1	expr	derived	no	7017A4DC:12 src/ac1	assert(((sx16(M16[((sx16(M16[wp(ac3, 0xE)]) * 9) - 0xFFFFA73)]) + 0x1B)) >=s 0, "P58 derived src-ac1 @7017A507")
7017A515	7017A4DC	18	WCMV	STORE.1@70179BF4	dst/ac0	expr	derived	no	7017A4DC:12 src/ac1	assert(((sx16(M16[((sx16(M16[wp(ac3, 0xE)]) * 9) - 0xFFFFA73)]) + 0x1C)) >=s 0, "P58 derived dst-ac0 @7017A515")
7017A515	7017A4DC	18	WCMV	STORE.1@70179BF4	src/ac1	expr	derived	no	7017A4DC:12 src/ac1	assert(((sx16(M16[((sx16(M16[wp(ac3, 0xE)]) * 9) - 0xFFFFA73)]) + 0x1C)) >=s 0, "P58 derived src-ac1 @7017A515")
7017AA10	7017A9E4	18	WCMV	TAKE	dst/ac0	register	derived	no	7017A9E4:18 src/ac1	assert((ac0) >=s 0, "P58 derived dst-ac0 @7017AA10")
7017AA10	7017A9E4	18	WCMV	TAKE	src/ac1	register	base-class	yes		assert((ac1) >=s 0, "P58 base-class src-ac1 @7017AA10")
7017AA10	7017A9E4	24	WCMV	TAKE	dst/ac0	register	derived	no	7017A9E4:18 src/ac1	assert((ac0) >=s 0, "P58 derived dst-ac0 @7017AA10")
7017AA10	7017A9E4	24	WCMV	TAKE	src/ac1	register	derived	no	7017A9E4:18 src/ac1	assert((ac1) >=s 0, "P58 derived src-ac1 @7017AA10")
7017AA21	7017A9E4	30	WCMV	TAKE	dst/ac0	register	derived	no	7017A9E4:18 src/ac1	assert((ac0) >=s 0, "P58 derived dst-ac0 @7017AA21")
7017AA21	7017A9E4	30	WCMV	TAKE	src/ac1	register	derived	no	7017A9E4:18 src/ac1	assert((ac1) >=s 0, "P58 derived src-ac1 @7017AA21")
7017ABDC	7017ABBC	10	WCMV	TAKE	dst/ac0	lenload-expr	derived	no	7017ABBC:10 src/ac1	assert((sx16(M16[((sx16(M16[((M32[wp(ac3, 6)] * 9) + M32[0x70000212] + 0x2CE9)]) * 9) - 0x10000B0B)])) >=s 0, "P58 derived dst-ac0 @7017ABDC")
7017ABDC	7017ABBC	10	WCMV	TAKE	src/ac1	lenload-expr	base-class	yes		assert((sx16(M16[((sx16(M16[((M32[wp(ac3, 6)] * 9) + M32[0x70000212] + 0x2CE9)]) * 9) - 0x10000B0B)])) >=s 0, "P58 base-class src-ac1 @7017ABDC")
7017ABE5	7017ABBC	12	WCMV	TAKE	dst/ac0	expr	derived	no	7017ABBC:10 src/ac1	assert(((sx16(M16[((sx16(M16[((M32[wp(ac3, 6)] * 9) + M32[0x70000212] + 0x2CE9)]) * 9) - 0x10000B0B)]) + 0x10)) >=s 0, "P58 derived dst-ac0 @7017ABE5")
7017ABE5	7017ABBC	12	WCMV	TAKE	src/ac1	expr	derived	no	7017ABBC:10 src/ac1	assert(((sx16(M16[((sx16(M16[((M32[wp(ac3, 6)] * 9) + M32[0x70000212] + 0x2CE9)]) * 9) - 0x10000B0B)]) + 0x10)) >=s 0, "P58 derived src-ac1 @7017ABE5")
7017ABF6	7017ABBC	15	WCMV	TAKE	dst/ac0	expr	derived	no	7017ABBC:10 src/ac1	assert(((sx16(M16[((sx16(M16[((M32[wp(ac3, 6)] * 9) + M32[0x70000212] + 0x2CE9)]) * 9) - 0x10000B0B)]) + 0x49)) >=s 0, "P58 derived dst-ac0 @7017ABF6")
7017ABF6	7017ABBC	15	WCMV	TAKE	src/ac1	expr	derived	no	7017ABBC:10 src/ac1	assert(((sx16(M16[((sx16(M16[((M32[wp(ac3, 6)] * 9) + M32[0x70000212] + 0x2CE9)]) * 9) - 0x10000B0B)]) + 0x49)) >=s 0, "P58 derived src-ac1 @7017ABF6")
7017AC8B	7017AC5F	17	WCMV	TAKE	dst/ac0	register	derived	no	7017AC5F:17 src/ac1	assert((ac0) >=s 0, "P58 derived dst-ac0 @7017AC8B")
7017AC8B	7017AC5F	17	WCMV	TAKE	src/ac1	register	base-class	yes		assert((ac1) >=s 0, "P58 base-class src-ac1 @7017AC8B")
7017AC8B	7017AC5F	23	WCMV	TAKE	dst/ac0	register	derived	no	7017AC5F:17 src/ac1	assert((ac0) >=s 0, "P58 derived dst-ac0 @7017AC8B")
7017AC8B	7017AC5F	23	WCMV	TAKE	src/ac1	register	derived	no	7017AC5F:17 src/ac1	assert((ac1) >=s 0, "P58 derived src-ac1 @7017AC8B")
7017AC99	7017AC5F	30	WCMV	TAKE	dst/ac0	register	derived	no	7017AC5F:17 src/ac1	assert((ac0) >=s 0, "P58 derived dst-ac0 @7017AC99")
7017AC99	7017AC5F	30	WCMV	TAKE	src/ac1	register	derived	no	7017AC5F:17 src/ac1	assert((ac1) >=s 0, "P58 derived src-ac1 @7017AC99")
7017AEC5	7017AEA2	12	WCMV	TAKE	dst/ac0	lenload-expr	derived	no	7017AEA2:12 src/ac1	assert((sx16(M16[((sx16(M16[((M32[wp(ac3, 6)] * 9) + M32[0x70000212] + 0x2CE9)]) * 9) - 0x10000B0B)])) >=s 0, "P58 derived dst-ac0 @7017AEC5")
7017AEC5	7017AEA2	12	WCMV	TAKE	src/ac1	lenload-expr	base-class	yes		assert((sx16(M16[((sx16(M16[((M32[wp(ac3, 6)] * 9) + M32[0x70000212] + 0x2CE9)]) * 9) - 0x10000B0B)])) >=s 0, "P58 base-class src-ac1 @7017AEC5")
7017AECE	7017AEA2	14	WCMV	TAKE	dst/ac0	expr	derived	no	7017AEA2:12 src/ac1	assert(((sx16(M16[((sx16(M16[((M32[wp(ac3, 6)] * 9) + M32[0x70000212] + 0x2CE9)]) * 9) - 0x10000B0B)]) + 0x12)) >=s 0, "P58 derived dst-ac0 @7017AECE")
7017AECE	7017AEA2	14	WCMV	TAKE	src/ac1	expr	derived	no	7017AEA2:12 src/ac1	assert(((sx16(M16[((sx16(M16[((M32[wp(ac3, 6)] * 9) + M32[0x70000212] + 0x2CE9)]) * 9) - 0x10000B0B)]) + 0x12)) >=s 0, "P58 derived src-ac1 @7017AECE")
7017AEDF	7017AEA2	17	WCMV	TAKE	dst/ac0	expr	derived	no	7017AEA2:12 src/ac1	assert(((sx16(M16[((sx16(M16[((M32[wp(ac3, 6)] * 9) + M32[0x70000212] + 0x2CE9)]) * 9) - 0x10000B0B)]) + 0x25)) >=s 0, "P58 derived dst-ac0 @7017AEDF")
7017AEDF	7017AEA2	17	WCMV	TAKE	src/ac1	expr	derived	no	7017AEA2:12 src/ac1	assert(((sx16(M16[((sx16(M16[((M32[wp(ac3, 6)] * 9) + M32[0x70000212] + 0x2CE9)]) * 9) - 0x10000B0B)]) + 0x25)) >=s 0, "P58 derived src-ac1 @7017AEDF")
7017AF19	7017AEF6	13	WCMV	TAKE	dst/ac0	lenload-expr	derived	no	7017AEF6:13 src/ac1	assert((sx16(M16[((sx16(M16[((M32[wp(ac3, 6)] * 9) + M32[0x70000212] + 0x2CE9)]) * 9) - 0x10000B0B)])) >=s 0, "P58 derived dst-ac0 @7017AF19")
7017AF19	7017AEF6	13	WCMV	TAKE	src/ac1	lenload-expr	base-class	yes		assert((sx16(M16[((sx16(M16[((M32[wp(ac3, 6)] * 9) + M32[0x70000212] + 0x2CE9)]) * 9) - 0x10000B0B)])) >=s 0, "P58 base-class src-ac1 @7017AF19")
7017AF22	7017AEF6	15	WCMV	TAKE	dst/ac0	expr	derived	no	7017AEF6:13 src/ac1	assert(((sx16(M16[((sx16(M16[((M32[wp(ac3, 6)] * 9) + M32[0x70000212] + 0x2CE9)]) * 9) - 0x10000B0B)]) + 0x12)) >=s 0, "P58 derived dst-ac0 @7017AF22")
7017AF22	7017AEF6	15	WCMV	TAKE	src/ac1	expr	derived	no	7017AEF6:13 src/ac1	assert(((sx16(M16[((sx16(M16[((M32[wp(ac3, 6)] * 9) + M32[0x70000212] + 0x2CE9)]) * 9) - 0x10000B0B)]) + 0x12)) >=s 0, "P58 derived src-ac1 @7017AF22")
7017AF33	7017AEF6	18	WCMV	TAKE	dst/ac0	expr	derived	no	7017AEF6:13 src/ac1	assert(((sx16(M16[((sx16(M16[((M32[wp(ac3, 6)] * 9) + M32[0x70000212] + 0x2CE9)]) * 9) - 0x10000B0B)]) + 0x33)) >=s 0, "P58 derived dst-ac0 @7017AF33")
7017AF33	7017AEF6	18	WCMV	TAKE	src/ac1	expr	derived	no	7017AEF6:13 src/ac1	assert(((sx16(M16[((sx16(M16[((M32[wp(ac3, 6)] * 9) + M32[0x70000212] + 0x2CE9)]) * 9) - 0x10000B0B)]) + 0x33)) >=s 0, "P58 derived src-ac1 @7017AF33")
7017B831	7017B82B	3	WCMV	TERRITORY_MAP	dst/ac0	register	unknown	yes		assert((ac0) >=s 0, "P58 unknown dst-ac0 @7017B831")
7017B831	7017B82B	3	WCMV	TERRITORY_MAP	src/ac1	register	guard	no		assert((ac1) >=s 0, "P58 guard src-ac1 @7017B831")
7017B866	7017B857	10	WCMV	TERRITORY_MAP	dst/ac0	register	unknown	yes		assert((ac0) >=s 0, "P58 unknown dst-ac0 @7017B866")
7017B866	7017B857	10	WCMV	TERRITORY_MAP	src/ac1	register	guard	no		assert((ac1) >=s 0, "P58 guard src-ac1 @7017B866")
7017BF9A	7017BF82	8	WCMV	TERRITORY_MAP	dst/ac0	lenload-expr	derived	no	7017BF82:8 src/ac1	assert((sx16(M16[wp(ac3, 0x1AA8)])) >=s 0, "P58 derived dst-ac0 @7017BF9A")
7017BF9A	7017BF82	8	WCMV	TERRITORY_MAP	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 0x1AA8)])) >=s 0, "P58 base-class src-ac1 @7017BF9A")
7017BFA3	7017BF82	10	WCMV	TERRITORY_MAP	dst/ac0	expr	derived	no	7017BF82:8 src/ac1	assert(((sx16(M16[wp(ac3, 0x1AA8)]) + 8)) >=s 0, "P58 derived dst-ac0 @7017BFA3")
7017BFA3	7017BF82	10	WCMV	TERRITORY_MAP	src/ac1	expr	derived	no	7017BF82:8 src/ac1	assert(((sx16(M16[wp(ac3, 0x1AA8)]) + 8)) >=s 0, "P58 derived src-ac1 @7017BFA3")
7017BFB4	7017BF82	13	WCMV	TERRITORY_MAP	dst/ac0	expr	cond	yes		assert(((sx16(M16[wp(ac3, 0x1AA8)]) + 0x1D)) >=s 0, "P58 cond dst-ac0 @7017BFB4")
7017BFB4	7017BF82	13	WCMV	TERRITORY_MAP	src/ac1	expr	cond	yes		assert(((sx16(M16[wp(ac3, 0x1AA8)]) + 0x1D)) >=s 0, "P58 cond src-ac1 @7017BFB4")
7017C185	7017C162	14	WCMV	TERRITORY_MAP	dst/ac0	lenload-expr	derived	no	7017C162:14 src/ac1	assert((sx16(M16[((sx16(M16[(M32[wp(ac3, 0xA)] + ac3 + 0x3D1)]) * 0x13) + M32[0x70000212] + 0x7C2)])) >=s 0, "P58 derived dst-ac0 @7017C185")
7017C185	7017C162	14	WCMV	TERRITORY_MAP	src/ac1	varying	base-class	yes		assert((sx16(M16[((sx16(M16[(M32[wp(ac3, 0xA)] + ac3 + 0x3D1)]) * 0x13) + M32[0x70000212] + 0x7C2)])) >=s 0, "P58 base-class src-ac1 @7017C185")
7017C18E	7017C162	16	WCMV	TERRITORY_MAP	dst/ac0	wide-expr	derived	no	7017C162:14 src/ac1	assert((M32[wp(ac3, 0x1A94)]) >=s 0, "P58 derived dst-ac0 @7017C18E")
7017C18E	7017C162	16	WCMV	TERRITORY_MAP	src/ac1	wide-expr	derived	no	7017C162:14 src/ac1	assert((M32[wp(ac3, 0x1A94)]) >=s 0, "P58 derived src-ac1 @7017C18E")
7017C19D	7017C162	19	WCMV	TERRITORY_MAP	dst/ac0	wide-expr	derived	no	7017C162:14 src/ac1	assert((M32[wp(ac3, 0x1A98)]) >=s 0, "P58 derived dst-ac0 @7017C19D")
7017C19D	7017C162	19	WCMV	TERRITORY_MAP	src/ac1	wide-expr	derived	no	7017C162:14 src/ac1	assert((M32[wp(ac3, 0x1A98)]) >=s 0, "P58 derived src-ac1 @7017C19D")
7017C1A4	7017C162	21	WCMV	TERRITORY_MAP	dst/ac0	lenload-expr	derived	no	7017C162:21 src/ac1	assert((sx16(M16[wp(ac3, 0x1AA8)])) >=s 0, "P58 derived dst-ac0 @7017C1A4")
7017C1A4	7017C162	21	WCMV	TERRITORY_MAP	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 0x1AA8)])) >=s 0, "P58 base-class src-ac1 @7017C1A4")
7017C1AD	7017C162	23	WCMV	TERRITORY_MAP	dst/ac0	expr	derived	no	7017C162:21 src/ac1 & 7017C162:14 src/ac1	assert(((sx16(M16[wp(ac3, 0x1AA8)]) + sx16(M16[((sx16(M16[(M32[wp(ac3, 0xA)] + ac3 + 0x3D1)]) * 0x13) + M32[0x70000212] + 0x7C2)]) + 0x12)) >=s 0, "P58 derived dst-ac0 @7017C1AD")
7017C1AD	7017C162	23	WCMV	TERRITORY_MAP	src/ac1	expr	derived	no	7017C162:21 src/ac1 & 7017C162:14 src/ac1	assert(((sx16(M16[wp(ac3, 0x1AA8)]) + sx16(M16[((sx16(M16[(M32[wp(ac3, 0xA)] + ac3 + 0x3D1)]) * 0x13) + M32[0x70000212] + 0x7C2)]) + 0x12)) >=s 0, "P58 derived src-ac1 @7017C1AD")
7017C1BB	7017C162	27	WCMV	TERRITORY_MAP	dst/ac0	expr	cond	yes		assert(((sx16(M16[wp(ac3, 0x1AA8)]) + sx16(M16[((sx16(M16[(M32[wp(ac3, 0xA)] + ac3 + 0x3D1)]) * 0x13) + M32[0x70000212] + 0x7C2)]) + 0x13)) >=s 0, "P58 cond dst-ac0 @7017C1BB")
7017C1BB	7017C162	27	WCMV	TERRITORY_MAP	src/ac1	expr	cond	yes		assert(((sx16(M16[wp(ac3, 0x1AA8)]) + sx16(M16[((sx16(M16[(M32[wp(ac3, 0xA)] + ac3 + 0x3D1)]) * 0x13) + M32[0x70000212] + 0x7C2)]) + 0x13)) >=s 0, "P58 cond src-ac1 @7017C1BB")
7017C2EA	7017C2AB	13	WCMV	TAKE_OVER_CASTLE	dst/ac0	lenload-expr	derived	no	7017C2AB:13 src/ac1	assert((sx16(M16[wp(ac3, 0xE)])) >=s 0, "P58 derived dst-ac0 @7017C2EA")
7017C2EA	7017C2AB	13	WCMV	TAKE_OVER_CASTLE	src/ac1	varying	base-class	yes		assert((sx16(M16[wp(ac3, 0xE)])) >=s 0, "P58 base-class src-ac1 @7017C2EA")
7017C2D4	7017C2AB	15	WCMV	TAKE_OVER_CASTLE	dst/ac0	expr	derived	no	7017C2AB:13 src/ac1	assert(((sx16(M16[wp(ac3, 0xE)]) + 0x13)) >=s 0, "P58 derived dst-ac0 @7017C2D4")
